hhid,head_siblings,debt_ratio_winsorized,log_debt_ratio_winsorized,total_debt,total_assets,head_age,head_is_male,head_educ,head_is_married,head_health,has_business,num_houses,log_total_assets
2017000001,,0.0,-6.907755278982137,0.0,85300.0,45.0,0.0,1.0,1.0,2.0,0.0,1.0,11.353941456740479
2013013417,,0.0,-6.907755278982137,0.0,25600.0,62.0,1.0,3.0,1.0,4.0,1.0,1.0,10.150386692204734
2017000003,,0.0,-6.907755278982137,0.0,614400.0,54.0,0.0,3.0,1.0,3.0,0.0,1.0,13.328403088418442
2013012670,4.0,0.0,-6.907755278982137,0.0,116800.0,34.0,0.0,3.0,1.0,3.0,1.0,1.0,11.66822691098345
2013020230,,0.0,-6.907755278982137,0.0,76026.0,51.0,1.0,3.0,1.0,2.0,0.0,1.0,11.238843819335349
2017000006,,0.0,-6.907755278982137,0.0,4765100.0,63.0,1.0,4.0,1.0,3.0,0.0,1.0,15.376829291068258
2017000007,,1.1709601873536026,0.15867772074302283,50000.0,42700.0,41.0,0.0,3.0,1.0,3.0,0.0,0.0,10.661977618146238
201100672,,2.391304347825983,0.8722570637078121,55000.0,23000.0,53.0,1.0,2.0,1.0,4.0,0.0,1.0,10.043292972227004
2013024343,,0.0,-6.907755278982137,0.0,15400.0,74.0,1.0,2.0,1.0,3.0,0.0,1.0,9.642187721358466
2015003554,,0.45971563981042546,-0.7749742596884927,194000.0,422000.0,49.0,0.0,2.0,1.0,4.0,0.0,2.0,12.952762962683588
201105407,,0.0,-6.907755278982137,0.0,474800.0,59.0,0.0,4.0,1.0,2.0,0.0,1.0,13.07065104786539
2015032094,,0.0,-6.907755278982137,0.0,107600.0,51.0,1.0,2.0,0.0,3.0,0.0,1.0,11.586185220346932
201106190,,0.33231791747438294,-1.098658537314413,120000.0,361100.0,49.0,0.0,2.0,1.0,5.0,0.0,1.0,12.796912976577694
2015008209,,2.0753793441017905,0.7306256769835779,212000.0,102150.0,69.0,1.0,3.0,1.0,5.0,0.0,1.0,11.53420738972306
2013027935,,0.07710100231302995,-2.5497523885052766,50000.0,648500.0,47.0,1.0,7.0,1.0,3.0,0.0,2.0,13.382418824757494
2015031182,,0.0,-6.907755278982137,0.0,411300.0,41.0,1.0,3.0,0.0,3.0,0.0,1.0,12.927080585530902
2017000017,,0.0,-6.907755278982137,0.0,103000.0,56.0,0.0,3.0,1.0,2.0,0.0,1.0,11.542493975902508
2017000018,,0.0,-6.907755278982137,0.0,8500.0,81.0,0.0,1.0,1.0,4.0,0.0,1.0,9.04793908261736
2013022029,,0.0,-6.907755278982137,0.0,2300.0,71.0,1.0,2.0,0.0,2.0,0.0,0.0,7.741099090035366
2017000020,1.0,0.0,-6.907755278982137,0.0,8000.0,27.0,0.0,6.0,1.0,1.0,1.0,0.0,8.987321812850125
2015020600,,0.0,-6.907755278982137,0.0,57000.0,67.0,1.0,3.0,1.0,3.0,0.0,1.0,10.950824090522445
2013009176,,0.0,-6.907755278982137,0.0,1503680.0,60.0,0.0,2.0,1.0,4.0,0.0,1.0,14.22342665993148
201105302,,0.0,-6.907755278982137,0.0,2002.0,56.0,0.0,2.0,1.0,3.0,0.0,1.0,7.602401335665818
2015008171,,0.0,-6.907755278982137,0.0,185705.0,65.0,0.0,2.0,1.0,4.0,0.0,1.0,12.13192005699654
2015013854,,0.0,-6.907755278982137,0.0,3051500.0,73.0,0.0,3.0,1.0,4.0,0.0,1.0,14.931144158674318
2015022428,,0.0,-6.907755278982137,0.0,2550.0,55.0,0.0,4.0,1.0,3.0,0.0,1.0,7.844240718141811
2015020171,,0.0,-6.907755278982137,0.0,401500.0,73.0,0.0,1.0,1.0,3.0,0.0,1.0,12.902965303025876
2015006001,,0.0,-6.907755278982137,0.0,182000.0,65.0,0.0,5.0,0.0,2.0,0.0,1.0,12.111767460549332
201101586,,0.8196721311475276,-0.19763160234045216,50000.0,61000.0,59.0,1.0,4.0,1.0,1.0,1.0,0.0,11.0186455364637
2013007992,,0.0263157894736842,-3.600290374982689,50000.0,1900000.0,52.0,1.0,2.0,1.0,2.0,1.0,2.0,14.45736497045232
2017000031,,0.0,-6.907755278982137,0.0,192300.0,68.0,1.0,3.0,1.0,2.0,0.0,1.0,12.166817131771358
2017000032,0.0,0.0,-6.907755278982137,0.0,4056500.0,27.0,0.0,7.0,0.0,1.0,0.0,2.0,15.21583133733516
2017000033,1.0,0.0,-6.907755278982137,0.0,319300.0,37.0,0.0,3.0,1.0,2.0,0.0,1.0,12.673889510548893
2017000034,,0.6751054852320618,-0.39140617186995835,80000.0,118500.0,48.0,0.0,3.0,1.0,4.0,0.0,1.0,11.682676678340282
2013024007,,0.09900990099009899,-2.3024860879942124,350000.0,3535000.0,52.0,1.0,2.0,1.0,2.0,1.0,1.0,15.078224140198202
2015003733,,0.0,-6.907755278982137,0.0,7080.0,58.0,0.0,3.0,1.0,3.0,0.0,1.0,8.865170419651774
2013011392,,0.12793176972281423,-2.048471931423747,60000.0,469000.0,54.0,1.0,3.0,1.0,3.0,0.0,2.0,13.058360179622305
2017000038,,0.0,-6.907755278982137,0.0,187450.0,49.0,0.0,2.0,0.0,3.0,0.0,1.0,12.141272756905764
201103375,0.0,0.053022269353128294,-2.9183589220011843,150000.0,2829000.0,29.0,1.0,6.0,1.0,1.0,1.0,2.0,14.855434203765437
2015024655,,0.09090909090909076,-2.3869553327600377,60000.0,660000.0,42.0,0.0,2.0,1.0,2.0,0.0,1.0,13.399996629152975
2015032632,1.0,0.0,-6.907755278982137,0.0,78000.0,38.0,1.0,2.0,1.0,2.0,0.0,1.0,11.264476926102367
2013016357,,11.15241635687525,2.4117458506950733,100000.0,6050.0,62.0,0.0,4.0,1.0,2.0,0.0,1.0,8.707978826622321
2013021460,,0.0,-6.907755278982137,0.0,7500.0,46.0,1.0,1.0,1.0,2.0,0.0,1.0,8.922791623969637
2017000044,,0.0,-6.907755278982137,0.0,490200.0,69.0,0.0,2.0,1.0,2.0,0.0,2.0,13.102570790057749
2015001407,,0.0,-6.907755278982137,0.0,2182020.0,71.0,1.0,4.0,1.0,2.0,0.0,1.0,14.595762069526824
2013019863,4.0,0.0,-6.907755278982137,0.0,255000.0,38.0,1.0,3.0,1.0,3.0,1.0,1.0,12.449022745701502
2017000047,,0.0,-6.907755278982137,0.0,8903000.0,44.0,0.0,7.0,1.0,1.0,0.0,1.0,16.00189896887749
2017000048,,0.0,-6.907755278982137,0.0,135000.0,58.0,0.0,4.0,1.0,3.0,0.0,1.0,11.813037464800539
2015019610,,0.0,-6.907755278982137,0.0,34245.0,42.0,0.0,2.0,1.0,4.0,0.0,0.0,10.441325048548917
2013000613,0.0,0.12573344509639564,-2.0656692557204863,1050000.0,8351000.0,33.0,1.0,9.0,1.0,3.0,1.0,1.0,15.937891969881498
2013013544,,0.0,-6.907755278982137,0.0,207200.0,52.0,0.0,3.0,1.0,1.0,0.0,1.0,12.241444615610645
2017000052,,0.0,-6.907755278982137,0.0,20000.0,54.0,0.0,3.0,0.0,2.0,0.0,1.0,9.90353755128617
2015031209,,0.0,-6.907755278982137,0.0,1470000.0,80.0,0.0,6.0,0.0,2.0,0.0,1.0,14.200773639026796
2017000054,1.0,0.0,-6.907755278982137,0.0,864360.0,31.0,1.0,6.0,1.0,4.0,0.0,1.0,13.669745784596095
2015032321,,0.0,-6.907755278982137,0.0,205998.0,70.0,0.0,1.0,1.0,4.0,0.0,1.0,12.235626593391004
2013017448,,0.6881720430107497,-0.3722643395580417,160000.0,232500.0,69.0,1.0,2.0,1.0,3.0,0.0,1.0,12.356649805075568
2013016968,,0.0008278145695364224,-6.304634250079912,500.0,604000.0,51.0,0.0,1.0,1.0,1.0,0.0,1.0,13.311331132544721
2017000058,2.0,0.0,-6.907755278982137,0.0,181000.0,34.0,1.0,9.0,1.0,2.0,0.0,0.0,12.10625783509458
2017000059,,0.0,-6.907755278982137,0.0,3131760.0,64.0,1.0,4.0,1.0,2.0,0.0,1.0,14.957106024113457
2017000060,,0.0,-6.907755278982137,0.0,4500.0,63.0,0.0,1.0,0.0,5.0,0.0,1.0,8.412054873292933
201106979,,0.0,-6.907755278982137,0.0,158501.0,62.0,1.0,3.0,1.0,2.0,0.0,1.0,11.973522490516393
2017000062,,0.0,-6.907755278982137,0.0,2181200.0,67.0,0.0,3.0,1.0,3.0,0.0,1.0,14.59538620049717
2013000528,,0.0,-6.907755278982137,0.0,85050.0,70.0,0.0,2.0,1.0,2.0,0.0,0.0,11.35100635554442
201103421,,0.0,-6.907755278982137,0.0,100700.0,66.0,1.0,2.0,1.0,3.0,0.0,0.0,11.519911009143941
2017000065,,0.10360138135175033,-2.2575985213988354,10500.0,101350.0,66.0,0.0,2.0,0.0,4.0,0.0,1.0,11.526345018629694
2015002065,,0.0,-6.907755278982137,0.0,2068030.0,65.0,1.0,3.0,1.0,3.0,0.0,1.0,14.542107504826923
2017000067,2.0,0.0,-6.907755278982137,0.0,25760.0,26.0,0.0,7.0,0.0,3.0,0.0,0.0,10.156616999340594
2013013585,,0.0,-6.907755278982137,0.0,486500.0,60.0,0.0,4.0,1.0,2.0,0.0,1.0,13.094994236104542
201101551,,0.0,-6.907755278982137,0.0,271200.0,80.0,1.0,2.0,1.0,2.0,0.0,1.0,12.510615522357213
2013014313,,0.0,-6.907755278982137,0.0,643000.0,62.0,0.0,4.0,1.0,4.0,0.0,1.0,13.3739015584285
2017000071,,0.9182152439630283,-0.08423496863924995,184800.0,201260.0,59.0,1.0,2.0,1.0,3.0,0.0,1.0,12.212357852172188
201100979,,0.0,-6.907755278982137,0.0,133300.0,61.0,1.0,3.0,1.0,3.0,0.0,2.0,11.80036500801413
2013027318,,0.0,-6.907755278982137,0.0,521200.0,44.0,0.0,1.0,1.0,4.0,0.0,1.0,13.163891042880257
2017000074,,0.0,-6.907755278982137,0.0,3616100.0,60.0,1.0,4.0,1.0,2.0,0.0,1.0,15.10090693152006
2017000075,,0.0,-6.907755278982137,0.0,11100.0,62.0,0.0,1.0,1.0,4.0,0.0,1.0,9.314790473332646
201103445,4.0,0.012317928430138453,-4.31864414922777,13700.0,1112200.0,40.0,0.0,2.0,1.0,1.0,0.0,1.0,13.92185149285406
2015004785,,0.0,-6.907755278982137,0.0,19000.0,80.0,0.0,2.0,0.0,5.0,0.0,1.0,9.852246888342531
2017000078,,11.15241635687525,2.4117458506950733,20000.0,100.0,54.0,1.0,1.0,0.0,5.0,0.0,0.0,4.61512051684126
2017000079,,0.0,-6.907755278982137,0.0,100300.0,70.0,1.0,2.0,1.0,3.0,0.0,1.0,11.515930943990057
2013022796,,0.0,-6.907755278982137,0.0,1663000.0,44.0,0.0,4.0,1.0,1.0,0.0,2.0,14.324134359497794
2013025227,,0.5263157894736812,-0.6399556888893203,90000.0,171000.0,74.0,1.0,3.0,1.0,3.0,0.0,1.0,12.049424683420915
2013020212,,0.0,-6.907755278982137,0.0,22000.0,63.0,1.0,2.0,1.0,2.0,0.0,1.0,9.99884318585288
2015012333,2.0,0.0,-6.907755278982137,0.0,307500.0,20.0,0.0,2.0,1.0,2.0,0.0,1.0,12.636233618255941
2013024693,,0.0,-6.907755278982137,0.0,3022700.0,75.0,0.0,6.0,1.0,4.0,0.0,1.0,14.92166136050067
2015002499,,0.0,-6.907755278982137,0.0,970000.0,69.0,0.0,5.0,0.0,2.0,0.0,1.0,13.785052381406869
2017000086,,0.0,-6.907755278982137,0.0,205000.0,85.0,0.0,1.0,0.0,2.0,0.0,1.0,12.230770136157428
201107741,,0.0,-6.907755278982137,0.0,307650.0,54.0,0.0,2.0,1.0,1.0,0.0,1.0,12.63672130261029
2013024877,,0.0,-6.907755278982137,0.0,290000.0,76.0,1.0,3.0,1.0,2.0,0.0,1.0,12.577639650232573
201100916,,0.0,-6.907755278982137,0.0,668000.0,52.0,1.0,4.0,1.0,3.0,0.0,2.0,13.41204494952365
201102107,,0.05841121495327092,-2.823272266507636,30000.0,513600.0,41.0,0.0,6.0,1.0,3.0,0.0,2.0,13.14920197839649
201103439,,0.032573289902280075,-3.394024471532543,20000.0,614000.0,46.0,1.0,4.0,1.0,3.0,0.0,1.0,13.327751835792448
2017000092,1.0,0.0,-6.907755278982137,0.0,12000.0,38.0,1.0,7.0,1.0,2.0,0.0,1.0,9.392745258631441
2013007397,,0.0,-6.907755278982137,0.0,132900.0,52.0,1.0,3.0,1.0,3.0,1.0,1.0,11.797359769127505
2013027837,,0.13882461823229975,-1.9673663686032636,150000.0,1080500.0,50.0,1.0,4.0,1.0,2.0,0.0,2.0,13.892935380426104
2013001755,1.0,0.09272476190476188,-2.3673928567233573,778888.0,8400000.0,39.0,1.0,7.0,1.0,2.0,0.0,2.0,15.943742382861155
2013023413,,0.0,-6.907755278982137,0.0,63890.0,66.0,0.0,1.0,0.0,4.0,0.0,1.0,11.064933785375604
2015016405,,0.0,-6.907755278982137,0.0,2960.0,63.0,0.0,1.0,1.0,4.0,0.0,0.0,7.993282328101591
2017000098,,0.19471488178024982,-1.6310963636274003,70000.0,359500.0,61.0,1.0,3.0,1.0,3.0,0.0,1.0,12.792472237780538
2013015040,,0.0,-6.907755278982137,0.0,389600.0,51.0,0.0,3.0,1.0,2.0,1.0,1.0,12.872878417482337
2013004949,0.0,0.0,-6.907755278982137,0.0,671500.0,35.0,0.0,6.0,1.0,3.0,0.0,1.0,13.417270784147597
2015034329,,0.0,-6.907755278982137,0.0,29700.0,41.0,1.0,3.0,0.0,3.0,0.0,1.0,10.298935994257638
2013004313,,0.0,-6.907755278982137,0.0,3950380.0,47.0,1.0,3.0,1.0,1.0,1.0,2.0,15.189322587921955
2017000103,,0.0,-6.907755278982137,0.0,1150.0,58.0,1.0,3.0,1.0,2.0,0.0,1.0,7.048386408721883
2017000104,,0.0,-6.907755278982137,0.0,1092002.0,67.0,1.0,3.0,1.0,3.0,0.0,1.0,13.90352418253596
2013014794,2.0,0.0,-6.907755278982137,0.0,1784000.0,38.0,1.0,5.0,1.0,1.0,0.0,2.0,14.394369152660051
2013015112,,0.0,-6.907755278982137,0.0,48990.0,76.0,0.0,2.0,1.0,4.0,0.0,1.0,10.79939188675334
2015034332,,0.0,-6.907755278982137,0.0,102000.0,54.0,0.0,3.0,1.0,2.0,0.0,0.0,11.532737896139919
2013015854,,0.0,-6.907755278982137,0.0,4100.0,65.0,1.0,2.0,1.0,3.0,0.0,1.0,8.31898612539206
2013011364,,0.0,-6.907755278982137,0.0,60500.0,80.0,1.0,2.0,1.0,2.0,1.0,1.0,11.010415172807951
2013007308,0.0,0.0,-6.907755278982137,0.0,89000.0,31.0,1.0,3.0,1.0,2.0,1.0,0.0,11.39640288460621
2013009595,,3.5714285714277207,1.2732456366199651,15000.0,4200.0,55.0,0.0,1.0,0.0,4.0,0.0,1.0,8.343077871169383
2013026705,,0.0,-6.907755278982137,0.0,34400.0,69.0,1.0,2.0,1.0,5.0,0.0,1.0,10.445840912706414
2013026802,1.0,0.03653902367728721,-3.2823742556929507,10000.0,273680.0,39.0,0.0,4.0,1.0,1.0,0.0,1.0,12.51971847354718
2015010602,,0.0,-6.907755278982137,0.0,285000.0,79.0,0.0,7.0,1.0,2.0,0.0,1.0,12.560247968016562
2017000115,,0.0,-6.907755278982137,0.0,0.0,84.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0
201104813,,0.4705546841579916,-0.7517202045075085,330000.0,701300.0,41.0,1.0,6.0,1.0,1.0,0.0,2.0,13.460692460447271
2015019567,,0.0,-6.907755278982137,0.0,541000.0,74.0,0.0,3.0,1.0,2.0,1.0,1.0,13.201176406255746
2013022073,,0.027948574622694164,-3.5422343120062005,10000.0,357800.0,49.0,1.0,2.0,1.0,2.0,0.0,1.0,12.787732244910313
2017000119,,0.0,-6.907755278982137,0.0,8500.0,69.0,1.0,2.0,1.0,4.0,0.0,1.0,9.04793908261736
2017000120,,0.0,-6.907755278982137,0.0,5980000.0,86.0,0.0,2.0,0.0,3.0,0.0,1.0,15.60393129315088
2013008219,,0.0,-6.907755278982137,0.0,3027000.0,64.0,1.0,3.0,1.0,3.0,0.0,1.0,14.923082918363894
2013022167,,0.0,-6.907755278982137,0.0,248.0,66.0,0.0,3.0,0.0,3.0,0.0,0.0,5.517452896464707
2015028959,1.0,0.0,-6.907755278982137,0.0,741100.0,25.0,1.0,7.0,0.0,2.0,0.0,1.0,13.515892197284106
2017000124,,0.0,-6.907755278982137,0.0,2770800.0,64.0,0.0,3.0,1.0,3.0,0.0,1.0,14.83464700603712
2013002294,,2.1739130434782292,0.7769886837314159,150000.0,69000.0,54.0,0.0,3.0,1.0,2.0,1.0,1.0,11.141876276228
201107583,,0.0,-6.907755278982137,0.0,165800.0,65.0,1.0,2.0,0.0,2.0,0.0,3.0,12.01854355302823
2013020977,,0.0,-6.907755278982137,0.0,14880.0,45.0,1.0,3.0,1.0,2.0,0.0,1.0,9.60784051043005
2013021639,0.0,0.0,-6.907755278982137,0.0,8905.0,20.0,1.0,6.0,0.0,1.0,0.0,0.0,9.094480485881647
2015003685,,0.0,-6.907755278982137,0.0,323899.0,51.0,0.0,2.0,1.0,3.0,0.0,3.0,12.688190105159421
2015036203,,0.0,-6.907755278982137,0.0,989500.0,54.0,0.0,4.0,1.0,2.0,0.0,1.0,13.804956054635667
2015032354,,0.0,-6.907755278982137,0.0,103100.0,71.0,1.0,2.0,1.0,2.0,0.0,1.0,11.54346436927906
2015019434,,0.0,-6.907755278982137,0.0,42000.0,50.0,1.0,2.0,1.0,3.0,0.0,1.0,10.645448706505872
2017000133,0.0,0.0,-6.907755278982137,0.0,425000.0,22.0,1.0,6.0,0.0,3.0,0.0,1.0,12.959846800844963
2015003741,,0.0,-6.907755278982137,0.0,518155.0,70.0,0.0,1.0,1.0,3.0,1.0,2.0,13.15803163420372
2017000135,0.0,0.0,-6.907755278982137,0.0,1240000.0,17.0,1.0,4.0,,2.0,1.0,2.0,14.030622744032508
201103874,,0.0,-6.907755278982137,0.0,0.0,76.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
2017000137,,0.0,-6.907755278982137,0.0,926500.0,54.0,1.0,3.0,1.0,1.0,0.0,2.0,13.739170404037784
2017000138,,0.0,-6.907755278982137,0.0,6530900.0,62.0,1.0,3.0,1.0,3.0,0.0,3.0,15.692055470294937
201108222,,0.0,-6.907755278982137,0.0,93500.0,47.0,1.0,3.0,1.0,3.0,0.0,1.0,11.445727410406752
2017000140,,0.0,-6.907755278982137,0.0,142000.0,61.0,0.0,4.0,1.0,4.0,0.0,1.0,11.863589378812122
2017000141,,0.0,-6.907755278982137,0.0,910000.0,80.0,1.0,6.0,1.0,2.0,0.0,1.0,13.721200977393528
2015017610,2.0,0.024354603019970764,-3.6747949867312895,50000.0,2053000.0,38.0,1.0,4.0,1.0,1.0,1.0,2.0,14.534813183093013
2013018016,,0.0,-6.907755278982137,0.0,1355700.0,67.0,0.0,4.0,0.0,3.0,0.0,1.0,14.119829221693527
2017000144,0.0,0.0,-6.907755278982137,0.0,3380800.0,18.0,0.0,4.0,0.0,3.0,0.0,1.0,15.033623221631865
2015020250,,0.0,-6.907755278982137,0.0,258300.0,53.0,0.0,3.0,1.0,2.0,0.0,1.0,12.461880850543723
2015021551,,0.21505376344086014,-1.5322279974508404,600000.0,2790000.0,51.0,1.0,6.0,1.0,2.0,1.0,5.0,14.841552512220423
2015022388,,0.0,-6.907755278982137,0.0,1008880.0,64.0,0.0,3.0,0.0,3.0,0.0,1.0,13.824352353827425
2015024705,,0.2668636139832582,-1.3172773310539294,54200.0,203100.0,69.0,1.0,2.0,1.0,2.0,0.0,1.0,12.221458671239269
2015032371,,0.0,-6.907755278982137,0.0,80000.0,73.0,1.0,2.0,0.0,5.0,0.0,1.0,11.289794413577894
2013027905,,0.0,-6.907755278982137,0.0,9780.0,70.0,1.0,2.0,1.0,3.0,0.0,1.0,9.188197007290492
2017000151,0.0,0.10191602119853237,-2.2738419514828783,250000.0,2453000.0,31.0,0.0,4.0,1.0,3.0,0.0,1.0,14.712822730904628
2017000152,1.0,0.0,-6.907755278982137,0.0,440000.0,35.0,1.0,7.0,1.0,2.0,0.0,1.0,12.994532278619134
2015014900,,0.0,-6.907755278982137,0.0,4068100.0,54.0,1.0,4.0,0.0,4.0,0.0,1.0,15.21868686376765
2017000154,,0.0,-6.907755278982137,0.0,302000.0,47.0,0.0,4.0,1.0,2.0,0.0,1.0,12.618185607609803
2015024652,0.0,0.013327114013460376,-4.245601452158797,20000.0,1500700.0,23.0,0.0,5.0,1.0,2.0,0.0,1.0,14.22144289023956
2017000156,2.0,0.0,-6.907755278982137,0.0,361000.0,38.0,1.0,3.0,1.0,1.0,1.0,2.0,12.796636007394284
2017000157,,0.0,-6.907755278982137,0.0,1052000.0,62.0,0.0,4.0,1.0,2.0,1.0,1.0,13.866204622849683
2015027059,,0.0,-6.907755278982137,0.0,457500.0,58.0,1.0,4.0,1.0,4.0,1.0,1.0,13.033534349487674
2013004225,,0.0,-6.907755278982137,0.0,72000.0,51.0,0.0,2.0,1.0,1.0,0.0,1.0,11.184435286790631
2015030603,,0.0,-6.907755278982137,0.0,1301.0,62.0,1.0,2.0,0.0,1.0,0.0,1.0,7.171656822768514
2015014195,,0.0,-6.907755278982137,0.0,1972030.0,67.0,1.0,6.0,1.0,2.0,0.0,1.0,14.494574534102295
2013002037,,0.0,-6.907755278982137,0.0,2710000.0,73.0,0.0,3.0,1.0,3.0,0.0,2.0,14.812459561859505
2017000163,5.0,0.14492753623188384,-1.924645107663783,100000.0,690000.0,40.0,1.0,3.0,1.0,2.0,0.0,1.0,13.444448325847754
2017000164,,0.02454389266137609,-3.667357025685591,150000.0,6111500.0,58.0,0.0,3.0,1.0,2.0,0.0,2.0,15.625682963825392
2013008256,,0.0,-6.907755278982137,0.0,4417700.0,77.0,0.0,2.0,1.0,3.0,0.0,1.0,15.301129982989753
2017000166,,0.0671140939597315,-2.6865711274787785,100000.0,1490000.0,44.0,1.0,7.0,1.0,2.0,0.0,2.0,14.214287349062356
2015000225,,0.0,-6.907755278982137,0.0,2512000.0,78.0,1.0,2.0,1.0,3.0,0.0,1.0,14.736590204659318
2017000168,,0.0,-6.907755278982137,0.0,685550.0,84.0,0.0,6.0,0.0,1.0,0.0,2.0,13.437978173466547
2013018469,2.0,1.0332103321032828,0.03363817136063769,28000.0,27100.0,35.0,0.0,3.0,1.0,2.0,0.0,0.0,10.207325906555994
2013004754,,0.0,-6.907755278982137,0.0,160001.0,70.0,0.0,2.0,1.0,3.0,0.0,1.0,11.98294159413784
2013019568,,0.0,-6.907755278982137,0.0,536000.0,45.0,0.0,2.0,1.0,3.0,0.0,1.0,13.19189130572284
2015025116,,0.34870205346764815,-1.0506737628464096,1800000.0,5162000.0,45.0,0.0,4.0,1.0,2.0,0.0,2.0,15.456834852984041
2013020696,,0.0,-6.907755278982137,0.0,608050.0,51.0,1.0,5.0,1.0,5.0,0.0,1.0,13.31801403900939
2017000174,0.0,0.2752293577981646,-1.2865237518446413,150000.0,545000.0,27.0,0.0,6.0,1.0,2.0,0.0,1.0,13.208542908506082
2017000175,1.0,0.0,-6.907755278982137,0.0,822000.0,22.0,0.0,6.0,1.0,1.0,1.0,0.0,13.619496890582589
201104740,,0.30211480362537635,-1.1936436553806753,70000.0,231700.0,49.0,0.0,2.0,1.0,1.0,0.0,2.0,12.35320302633692
2017000177,,0.0,-6.907755278982137,0.0,811002.0,46.0,1.0,3.0,1.0,2.0,0.0,1.0,13.606027032227576
2015034572,,0.0,-6.907755278982137,0.0,303800.0,72.0,1.0,4.0,1.0,2.0,0.0,1.0,12.624128160777628
2017000179,,0.0,-6.907755278982137,0.0,335300.0,57.0,0.0,2.0,1.0,2.0,0.0,1.0,12.72278391485369
2017000180,,0.0,-6.907755278982137,0.0,215000.0,64.0,1.0,4.0,1.0,3.0,0.0,1.0,12.278397958261774
2013019927,,0.0,-6.907755278982137,0.0,85400.0,67.0,1.0,3.0,1.0,3.0,0.0,1.0,11.355113089309977
2017000182,2.0,0.0,-6.907755278982137,0.0,530005.0,23.0,1.0,4.0,0.0,3.0,0.0,1.0,13.180643606218942
2015011806,,0.0,-6.907755278982137,0.0,6610600.0,57.0,1.0,7.0,1.0,2.0,0.0,1.0,15.704185130538812
2015014659,2.0,0.1534653465346533,-1.8677855020761482,155000.0,1010000.0,20.0,0.0,3.0,1.0,2.0,0.0,1.0,13.825461878915961
201101996,,0.0,-6.907755278982137,0.0,228000.0,74.0,0.0,2.0,1.0,2.0,0.0,1.0,12.337105293891872
201107039,,0.0,-6.907755278982137,0.0,81700.0,74.0,1.0,2.0,1.0,2.0,0.0,1.0,11.310821520675269
2015004890,,0.23437499999998168,-1.4465752920048984,3000.0,12800.0,66.0,0.0,2.0,1.0,4.0,0.0,2.0,9.45727857185611
2013002244,,0.0,-6.907755278982137,0.0,5218300.0,62.0,0.0,4.0,1.0,1.0,0.0,1.0,15.467682427951857
2015032055,0.0,0.051194539249146666,-2.952777401651083,30000.0,586000.0,40.0,0.0,1.0,1.0,2.0,0.0,1.0,13.281076775042335
2017000190,2.0,0.0,-6.907755278982137,0.0,105000.0,35.0,0.0,6.0,1.0,2.0,0.0,0.0,11.561725152903833
2015001854,,0.0,-6.907755278982137,0.0,2940000.0,45.0,0.0,5.0,1.0,2.0,0.0,1.0,14.89392047945086
2017000192,,0.0,-6.907755278982137,0.0,2000.0,76.0,0.0,5.0,1.0,2.0,0.0,1.0,7.601402334583733
2013020257,,0.0,-6.907755278982137,0.0,9800.0,54.0,0.0,3.0,0.0,3.0,0.0,1.0,9.19023970026918
2015027074,2.0,0.0,-6.907755278982137,0.0,136000.0,23.0,1.0,3.0,1.0,2.0,0.0,1.0,11.820417517632333
2017000195,,0.0,-6.907755278982137,0.0,1301700.0,56.0,1.0,3.0,1.0,2.0,0.0,1.0,14.079182428680422
2013013254,,0.0,-6.907755278982137,0.0,20000.0,51.0,1.0,2.0,0.0,2.0,1.0,1.0,9.90353755128617
2017000197,,0.0,-6.907755278982137,0.0,1712500.0,68.0,0.0,3.0,1.0,3.0,0.0,1.0,14.353465433059952
2015008953,1.0,0.0,-6.907755278982137,0.0,340000.0,33.0,0.0,4.0,1.0,2.0,0.0,0.0,12.73670383776449
2015014638,,0.0,-6.907755278982137,0.0,333500.0,72.0,1.0,2.0,1.0,2.0,0.0,1.0,12.717401142834069
2013011141,,0.0,-6.907755278982137,0.0,91100.0,51.0,0.0,1.0,1.0,3.0,0.0,1.0,11.419724060136211
2017000201,,0.0,-6.907755278982137,0.0,33000.0,64.0,0.0,3.0,1.0,2.0,0.0,1.0,10.404293143019792
2013008987,1.0,0.6682389937106913,-0.4016140424237563,850000.0,1272000.0,25.0,0.0,5.0,1.0,2.0,0.0,1.0,14.056101809045417
2013001276,,0.0,-6.907755278982137,0.0,1663500.0,47.0,0.0,3.0,0.0,2.0,0.0,1.0,14.324434975582658
2013004531,,0.0,-6.907755278982137,0.0,21900.0,81.0,1.0,1.0,1.0,5.0,0.0,1.0,9.994287576862567
2015030903,,0.0,-6.907755278982137,0.0,476000.0,60.0,0.0,2.0,0.0,4.0,1.0,1.0,13.073175234051686
2017000206,,0.018513323983169603,-3.9366577655545614,3300.0,178250.0,67.0,1.0,2.0,1.0,4.0,0.0,1.0,12.090947948358982
2013023706,,0.007058823529411682,-4.820987697210239,600.0,85000.0,70.0,1.0,2.0,1.0,2.0,0.0,1.0,11.350418300109132
201106171,,0.0,-6.907755278982137,0.0,350000.0,45.0,0.0,3.0,1.0,3.0,0.0,1.0,12.765691290604371
2013011110,,0.1716738197424892,-1.7563508991687882,300000.0,1747500.0,60.0,1.0,4.0,1.0,3.0,0.0,3.0,14.373697325336005
2013010019,,0.0,-6.907755278982137,0.0,78500.0,64.0,0.0,2.0,1.0,3.0,0.0,1.0,11.270866642542865
